layers;6;6;7
Training Iteration: 100
Learning Rate: 0.05

Layer;Data;Train;Runtime  -  noise_dataset
22900;346000;8513500;8882400
27800;267300;8320300;8615400
19200;229000;8410200;8658400
62500;230600;8372500;8665600
19500;258200;8489200;8766900
48300;250400;8278600;8577300
26600;297300;8346000;8669900
23300;320500;10088500;10432300
19500;316700;8774900;9111100
20100;348500;8682500;9051100
21500;259200;8286500;8567200
19100;242100;8306400;8567600
18000;206700;8253600;8478300
21500;169400;8268400;8459300
14500;182400;8077700;8274600
14100;183000;7833600;8030700
16600;147800;7574200;7738600
14100;191600;7763300;7969000
19500;183300;7572500;7775300
14700;185600;7990700;8191000

Mean
23165;240780;8310155;8574100